hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
117.0,senate,SSFI,2021-06-16,Hearings to examine the President&#39;s fiscal year 2022 budget.
117.0,senate,SSFI,2021-06-15,"Hearings to examine mental health care in America, focusing on addressing root causes and identifying policy solutions."
117.0,senate,SSFI,2021-06-10,"Business meeting to continue consideration the nominations of Lily Lawrence Batchelder, of Massachusetts, and Benjamin Harris, of Virginia, both to be an Assistant Secretary, J. Nellie Liang, of Maryland, to be an Under Secretary, and Jonathan Davidson, of Maryland, to be Deputy Under Secretary, all of the Department of the Treasury."
117.0,senate,SSFI,2021-06-10,Hearings to examine the President&#39;s proposed budget request for fiscal year 2022 for the Department of Health and Human Services.
117.0,senate,SSFI,2021-06-09,"Business meeting to consider the nominations of Lily Lawrence Batchelder, of Massachusetts, and Benjamin Harris, of Virginia, both to be an Assistant Secretary, J. Nellie Liang, of Maryland, to be an Under Secretary, and Jonathan Davidson, of Maryland, to be Deputy Under Secretary, all of the Department of the Treasury."
117.0,senate,SSFI,2021-06-08,Hearings to examine the President&#39;s proposed budget request for fiscal year 2022 for the Internal Revenue Service.
117.0,senate,SSFI,2021-05-26,"Business meeting to consider an original bill entitled, &quot;Clean Energy for America Act&quot;."
117.0,senate,SSFI,2021-05-25,"Hearings to examine the nominations of Lily Lawrence Batchelder, of Massachusetts, and Benjamin Harris, of Virginia, both to be an Assistant Secretary, J. Nellie Liang, of Maryland, to be an Under Secretary, and Jonathan Davidson, of Maryland, to be Deputy Under Secretary, all of the Department of the Treasury."
117.0,senate,SSFI,2021-05-19,"Hearings to examine COVID-19 health care flexibilities, focusing on perspectives, experiences, and lessons learned."
117.0,senate,SSFI,2021-05-18,Hearings to examine funding and financing options to bolster American infrastructure.
117.0,senate,SSFI,2021-05-12,"Hearings to examine the COVID-19 pandemic and beyond, focusing on improving mental health and addiction services in our communities."
117.0,senate,SSFI,2021-05-12,Hearings to examine the President&#39;s 2021 trade policy agenda.
117.0,senate,SSFI,2021-05-11,"Hearings to examine closing the tax gap, focusing on lost revenue from noncompliance and the role of offshore tax evasion."
117.0,senate,SSFI,2021-04-29,"Hearings to examine Social Security during COVID, focusing on how the pandemic hampered access to benefits and strategies for improving service delivery."
117.0,senate,SSFI,2021-04-27,Hearings to examine creating opportunity through a fairer tax system.
117.0,senate,SSFI,2021-04-27,"Hearings to examine climate challenges, focusing on the tax code&#39;s role in creating American jobs, achieving energy independence, and providing consumers with affordable, clean energy."
117.0,senate,SSFI,2021-04-22,"Hearings to examine U.S.-China Relations, focusing on improving U.S. competitiveness through trade."
117.0,senate,SSFR,2022-09-21,Hearings to examine women leaders countering authoritarianism.
117.0,senate,SSFR,2022-09-15,Hearings to examine assessing United States policy towards Venezuela.
117.0,senate,SSFR,2022-09-14,"Business meeting to consider S.4428, to support the security of Taiwan and its right of self-determination, S.4653, to provide for certain authorities of the Department of State, and the nominations of Rolfe Michael Schiffer, of New York, to be an Assistant Administrator of the United States Agency for International Development, Nathaniel Fick, of Maine, to be Ambassador at Large for Cyberspace and Digital Policy, Department of State, Patrick Leahy, of Vermont, and James E. Risch, of Idaho, both to be a Representative of the United States of America to the Seventy-seventh Session of the General Assembly of the United Nations, and other pending calendar business."
117.0,senate,SSFR,2022-09-07,To receive a closed briefing on the Russian invasion of Ukraine.
117.0,senate,SSFR,2022-08-04,Hearings to examine China&#39;s role in the Middle East.
117.0,senate,SSFR,2022-08-03,"Business meeting to consider S.4428, to support the security of Taiwan and its right of self-determination, the nominations of Robert F. Godec, of Virginia, to be Ambassador to the Kingdom of Thailand, Jonathan Henick, of Virginia, to be Ambassador to the Republic of Uzbekistan, Lesslie Viguerie, of Virginia, to be Ambassador to the Kyrgyz Republic, Daniel N. Rosenblum, of Maryland, to be Ambassador to the Republic of Kazakhstan, Joey R. Hood, of New Hampshire, to be Ambassador to the Republic of Tunisia, Puneet Talwar, of the District of Columbia, to be Ambassador to the Kingdom of Morocco, Candace A. Bond, of Missouri, to be Ambassador to the Republic of Trinidad and Tobago, Randy W. Berry, of Colorado, to be Ambassador to the Republic of Namibia, William H. Duncan, of Texas, to be Ambassador to the Republic of El Salvador, Hugo F. Rodriguez, Jr., of Pennsylvania, to be Ambassador to the Republic of Nicaragua, Heide B. Fulton, of West Virginia, to be Ambassador to the Oriental Republic of Uruguay, Robert J. Faucher, of Arizona, to be Ambassador to the Republic of Suriname, Shefali Razdan Duggal, of California, to be Ambassador to the Kingdom of the Netherlands, Angela Price Aggeler, of the District of Columbia, to be Ambassador to the Republic of North Macedonia, Carrin F. Patman, of Texas, to be Ambassador to the Republic of Iceland, Gautam A. Rana, of New Jersey, to be Ambassador to the Slovak Republic, and Yohannes Abraham, of Virginia, to be Representative of the United States of America to the Association of Southeast Asian Nations, with the rank and status of Ambassador, all of the Department of State, and other pending calendar business."
117.0,senate,SSFR,2022-08-03,"Hearings to examine the nominations of Nathaniel Fick, of Maine, to be Ambassador at Large for Cyberspace and Digital Policy, Rachna Sachdeva Korhonen, of New Jersey, to be Ambassador to the Republic of Mali, Lucy Tamlyn, of Rhode Island, to be Ambassador to the Democratic Republic of the Congo, and Jessica Davis Ba, of the District of Columbia, to be Ambassador to the Republic of Cote d&#39;Ivoire, all of the Department of State, and Rolfe Michael Schiffer, of New York, to be an Assistant Administrator of the United States Agency for International Development."
117.0,senate,SSFR,2022-08-01,To receive a closed briefing on Taiwan.
117.0,senate,SSFR,2022-07-28,"Hearings to examine the nominations of Shefali Razdan Duggal, of California, to be Ambassador to the Kingdom of the Netherlands, Carrin F. Patman, of Texas, to be Ambassador to the Republic of Iceland, Gautam A. Rana, of New Jersey, to be Ambassador to the Slovak Republic, Angela Price Aggeler, of the District of Columbia, to be Ambassador to the Republic of North Macedonia, and Randy W. Berry, of Colorado, to be Ambassador to the Republic of Namibia, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-07-28,"Hearings to examine the nominations of William H. Duncan, of Texas, to be Ambassador to the Republic of El Salvador, Hugo F. Rodriguez, Jr., of Pennsylvania,  to be Ambassador to the Republic of Nicaragua, Candace A. Bond, of Missouri, to be Ambassador to the Republic of Trinidad and Tobago, Heide B. Fulton, of West Virginia, to be Ambassador to the Oriental Republic of Uruguay,  and Robert J. Faucher, of Arizona, to be Ambassador to the Republic of Suriname, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-07-27,Hearings to examine the President&#39;s proposed budget request for fiscal year 2023 for Africa.
117.0,senate,SSFR,2022-07-27,Hearings to examine the President&#39;s proposed budget request for fiscal year 2023 for Africa.
117.0,senate,SSFR,2022-07-27,"Hearings to examine the nominations of Puneet Talwar, of the District of Columbia, to be Ambassador to the Kingdom of Morocco, Jonathan Henick, of Virginia, to be Ambassador to the Republic of Uzbekistan, Lesslie Viguerie, of Virginia, to be Ambassador to the Kyrgyz Republic, Daniel N. Rosenblum, of Maryland, to be Ambassador to the Republic of Kazakhstan, and Joey R. Hood, of New Hampshire, to be Ambassador to the Republic of Tunisia, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-07-27,"Hearings to examine United States national security and economic statecraft, focusing on ensuring U.S. global leadership for the 21st century."
117.0,senate,SSFR,2022-07-26,"Hearings to examine diversity, equity, inclusion, and accessibility in U.S. diplomacy and development."
117.0,senate,SSFR,2022-07-20,Hearings to examine the global food security crisis and the U.S. response.
117.0,senate,SSFR,2022-07-19,"Business meeting to consider S.4428, to support the security of Taiwan and its right of self-determination, S.4466, to amend the Peace Corps Act by reauthorizing the Peace Corps, providing better support for current, returning, and former volunteers, S.3052, to promote free and fair elections, democracy, political freedoms, and human rights in Cambodia, S.3317, to strengthen United States national security through the defense of democracy abroad and to address contemporary threats to democracy around the world, S.552, to direct the Administrator of the United States Agency for International Development to submit to Congress a report on the impact of the COVID-19 pandemic on global basic education programs, S.4320, to enhance security at United States diplomatic facilities, S.4216, to reauthorize the North Korean Human Rights Act of 2004, S.3589, to require a United States security strategy for the Western Hemisphere, H.R.4693, to advance targeted and evidence-based interventions for the prevention and treatment of global malnutrition and to improve the coordination of such programs, H.R.1036, to amend the State Department Basic Authorities Act of 1956 to authorize rewards under the Department of State&#39;s rewards program relating to information regarding individuals or entities engaged in activities in contravention of United States or United Nations sanctions, H.R.6899, to prohibit the Secretary of the Treasury from engaging in transactions involving the exchange of Special Drawing Rights issued by the International Monetary Fund that are held by the Russian Federation or Belarus, protocols to the North Atlantic Treaty of 1949 on the Accession of the Republic of Finland and the Kingdom of Sweden (Treaty Doc.117-03), the nominations of David Pressman, of New York, to be Ambassador to Hungary, Geoffrey R. Pyatt, of California, to be an Assistant Secretary (Energy Resources), Robert A. Wood, of New York, to be an Alternate Representative of the United States of America to the Sessions of the General Assembly of the United Nations, during his tenure of service as Alternate Representative of the United States of America for Special Political Affairs in the United Nations, and Geeta Rao Gupta, of Virginia, to be Ambassador at Large for Global Women&#39;s Issues, Dean R. Thompson, of Maryland, to be Ambassador to Nepal, Robert F. Godec, of Virginia, to be Ambassador to the Kingdom of Thailand, Richard Lee Buangan, of California, to be Ambassador to Mongolia, and Marie C. Damour, of Virginia, to be Ambassador to the Republic of Fiji, and to serve concurrently and without additional compensation as Ambassador to the Republic of Kiribati, the Republic of Nauru, the Kingdom of Tonga, and Tuvalu, all of the Department of State, Elizabeth Shortino, of the District of Columbia, to be United States Executive Director of the International Monetary Fund, routine lists in the Foreign Service, and other pending calendar business."
117.0,senate,SSFR,2022-07-13,"Hearings to examine the nominations of Dean R. Thompson, of Maryland, to be Ambassador to Nepal, Robert F. Godec, of Virginia, to be Ambassador to the Kingdom of Thailand, Yohannes Abraham, of Virginia, to be Representative of the United States of America to the Association of Southeast Asian Nations, with the rank and status of Ambassador, Richard Lee Buangan, of California, to be Ambassador to Mongolia, and Marie C. Damour, of Virginia, to be Ambassador to the Republic of Fiji, and to serve concurrently and without additional compensation as Ambassador to the Republic of Kiribati, the Republic of Nauru, the Kingdom of Tonga, and Tuvalu, all of the Department of State."
117.0,senate,SSFR,2022-07-12,Hearings to examine instability and the state of democracy in the Sahel and the United States policy response.
117.0,senate,SSFR,2022-07-12,Hearings to examine instability and the state of democracy in the Sahel and the United States policy response.
117.0,senate,SSFR,2022-06-23,"Business meeting to consider S.Res.674, celebrating the 75th anniversary of the Marshall Plan and recognizing the role of the Marshall Plan as the foundation of a transatlantic community committed to the preservation of peace, prosperity, and democracy, S.Res.623, calling on the Secretary of State to designate the Russian Federation as a state sponsor of terrorism, S.Res.669, condemning the use of hunger as a weapon of war and recognizing the effect of conflict on global food security and famine, and the nominations of Francisco O. Mora, of Florida, to be Permanent Representative of the United States of America to the Organization of American States, with the rank of Ambassador, Reuben E. Brigety II, of Florida, to be Ambassador to the Republic of South Africa, Elizabeth Frawley Bagley, of Florida, to be Ambassador to the Federative Republic of Brazil, Timmy T. Davis, of Virginia, to be Ambassador to the State of Qatar, and Michael Alan Ratney, of Massachusetts, to be Ambassador to the Kingdom of Saudi Arabia, all of the Department of State, Amanda Bennett, of the District of Columbia, to be Chief Executive Officer of the United States Agency for Global Media, routine lists in the Foreign Service, and other pending calendar business."
117.0,senate,SSFR,2022-06-23,Hearings to examine certain pending nominations.
117.0,senate,SSFR,2022-06-23,"Hearings to examine the nominations of David Pressman, of New York, to be Ambassador to Hungary, Geoffrey R. Pyatt, of California, to be an Assistant Secretary (Energy Resources), and Robert A. Wood, of New York, to be Alternate Representative of the United States of America for Special Political Affairs in the United Nations, with the rank of Ambassador, and to be an Alternate Representative of the United States of America to the Sessions of the General Assembly of the United Nations, during his tenure of service as Alternate Representative of the United States of America for Special Political Affairs in the United Nations, all of the Department of State, Elizabeth Shortino, of the District of Columbia, to be United States Executive Director of the International Monetary Fund, and other pending nominations."
117.0,senate,SSFR,2022-06-22,"Hearings to examine NATO enlargement, focusing on the proposed accession of Sweden and Finland."
117.0,senate,SSFR,2022-06-16,"Hearings to examine the nominations of Tamara Cofman Wittes, of the District of Columbia, to be an Assistant Administrator of the United States Agency for International Development, and Geeta Rao Gupta, of Virginia, to be Ambassador at Large for Global Women&#39;s Issues, Michael Alan Ratney, of Massachusetts, to be Ambassador to the Kingdom of Saudi Arabia, and Timmy T. Davis, of Virginia, to be Ambassador to the State of Qatar, all of the Department of State."
117.0,senate,SSFR,2022-06-16,"Hearings to examine the nominations of Tamara Cofman Wittes, of the District of Columbia, to be an Assistant Administrator of the United States Agency for International Development, and Geeta Rao Gupta, of Virginia, to be Ambassador at Large for Global Women&#39;s Issues, and Michael Alan Ratney, of Massachusetts, to be Ambassador to the Kingdom of Saudi Arabia, both of the Department of State."
117.0,senate,SSFR,2022-06-15,To receive a closed briefing on Iran&#39;s nuclear program and U.S. strategy.
117.0,senate,SSFR,2022-06-09,"Hearings to examine European energy security, focusing on America&#39;s role in supporting Europe&#39;s energy diversification agenda."
117.0,senate,SSFR,2022-06-09,Business meeting to consider pending calendar business.
117.0,senate,SSFR,2022-06-09,"Business meeting to consider S.4171, to reauthorize the Trafficking Victims Protection Act of 2000, S.1160, to prioritize efforts of the Department of State to combat international trafficking in covered synthetic drugs and new psychoactive substances, S.3211, to continue the whole-of-government approach to ending global wildlife poaching and trafficking by permanently reauthorizing the activities of the Presidential Task Force on Wildlife Trafficking, S.3861, to require the Secretary of State to submit annual reports to Congress on the assistance provided to Somaliland and to conduct a feasibility study, in coordination with the Secretary of Defense, on establishing a security partnership with Somaliland, without recognizing Somaliland as an independent state, S.3895, to extend and authorize annual appropriations for the United States Commission on International Religious Freedom through fiscal year 2024, S.Con.Res.40, welcoming the Prime Minister of Greece to the United States for an address to a joint meeting of Congress, S.Res.124, celebrating the heritage of Romani Americans, S.Res.394, recognizing the 25th anniversary of Radio Free Asia and its mission to provide an independent source of news to closed societies in Asia, S.Res.458, recognizing the 75th anniversary of the establishment of the United Nations Children&#39;s Fund, S.Res.540, supporting the goals of International Women&#39;s Day, S.Res.568, supporting the goals and ideals of &quot;Countering International Parental Child Abduction Month&quot; and expressing the sense of the Senate that Congress should raise awareness of the harm caused by international parental child abduction, S.Res.589, recognizing, honoring, and commending the women of Ukraine who have contributed to the fight for freedom and the defense of Ukraine, S.Res.638, commending the Government and people of the Republic of Moldova for their heroic efforts to support Ukrainian refugees fleeing President Putin&#39;s illegal war against Ukraine, S.Res.646, expressing the Senate&#39;s support for Finland and Sweden&#39;s accession into the North Atlantic Treaty Organization (NATO) and the expedited ratification of accession protocols, H.R.4250, to amend the State Department Basic Authorities Act of 1956 to provide for rewards for the arrest or conviction of certain foreign nationals who have committed genocide or war crimes, H.R.6089, to clarify that section 107 of the Countering America&#39;s Adversaries Through Sanctions Act applies sanctions with respect to unmanned combat aerial vehicles following a 2019 change by the United Nations providing additional clarity to the United Nations Register of Conventional Arms, H.R.7276, to direct the President to submit to Congress a report on United States Government efforts to collect, analyze, and preserve evidence and information related to war crimes and other atrocities committed during the full-scale Russian invasion of Ukraine since February 24, 2022, the nominations of Mari Carmen Aponte, of Puerto Rico, to be Ambassador to the Republic of Panama, Michelle Kwan, of California, to be Ambassador to Belize, Elizabeth H. Richard, of Virginia, to be Coordinator for Counterterrorism, with the rank and status of Ambassador at Large, Francisco O. Mora, of Florida, to be Permanent Representative of the United States of America to the Organization of American States, with the rank of Ambassador, Michael J. Adler, of Maryland, to be Ambassador to the Republic of South Sudan, Reuben E. Brigety II, of Florida, to be Ambassador to the Republic of South Africa, Margaret C. Whitman, of Colorado, to be Ambassador to the Republic of Kenya, Michael Battle, of Georgia, to be Ambassador to the United Republic of Tanzania, John T. Godfrey, of California, to be Ambassador to the Republic of the Sudan, and Michael C. Gonzales, of California, to be Ambassador to the Republic of Zambia, all of the Department of State, routine lists in the Foreign Service, and other pending calendar business."
117.0,senate,SSFR,2022-06-08,"Hearings to examine the path forward on U.S.-Syria policy, focusing on strategy and accountability."
117.0,senate,SSFR,2022-06-07,"Hearings to examine the nominations of Elizabeth Shortino, of the District of Columbia, to be United States Executive Director of the International Monetary Fund, Amanda Bennett, of the District of Columbia, to be Chief Executive Officer of the United States Agency for Global Media, and other pending nominations."
117.0,senate,SSFR,2022-06-07,To receive a closed briefing on around the world threat assessment.
117.0,senate,SSFR,2022-05-26,"Business meeting to consider S.4171, to reauthorize the Trafficking Victims Protection Act of 2000, S.1160, to prioritize efforts of the Department of State to combat international trafficking in covered synthetic drugs and new psychoactive substances, S.3211, to continue the whole-of-government approach to ending global wildlife poaching and trafficking by permanently reauthorizing the activities of the Presidential Task Force on Wildlife Trafficking, S.3861, to require the Secretary of State to submit annual reports to Congress on the assistance provided to Somaliland and to conduct a feasibility study, in coordination with the Secretary of Defense, on establishing a security partnership with Somaliland, without recognizing Somaliland as an independent state, S.3895, to extend and authorize annual appropriations for the United States Commission on International Religious Freedom through fiscal year 2024, H.R.4250, to amend the State Department Basic Authorities Act of 1956 to provide for rewards for the arrest or conviction of certain foreign nationals who have committed genocide or war crimes, H.R.6089, to clarify that section 107 of the Countering America&#39;s Adversaries Through Sanctions Act applies sanctions with respect to unmanned combat aerial vehicles following a 2019 change by the United Nations providing additional clarity to the United Nations Register of Conventional Arms, H.R.7276, to direct the President to submit to Congress a report on United States Government efforts to collect, analyze, and preserve evidence and information related to war crimes and other atrocities committed during the full-scale Russian invasion of Ukraine since February 24, 2022, S.Con.Res.40, welcoming the Prime Minister of Greece to the United States for an address to a joint meeting of Congress, S.Res.124, celebrating the heritage of Romani Americans, S.Res.394, recognizing the 25th anniversary of Radio Free Asia and its mission to provide an independent source of news to closed societies in Asia, S.Res.458, recognizing the 75th anniversary of the establishment of the United Nations Children&#39;s Fund, S.Res.540, supporting the goals of International Women&#39;s Day, S.Res.568, supporting the goals and ideals of &quot;Countering International Parental Child Abduction Month&quot; and expressing the sense of the Senate that Congress should raise awareness of the harm caused by international parental child abduction, S.Res.589, recognizing, honoring, and commending the women of Ukraine who have contributed to the fight for freedom and the defense of Ukraine, S.Res.638, commending the Government and people of the Republic of Moldova for their heroic efforts to support Ukrainian refugees fleeing President Putin&#39;s illegal war against Ukraine, S.Res.646, expressing the Senate&#39;s support for Finland and Sweden&#39;s accession into the North Atlantic Treaty Organization (NATO) and the expedited ratification of accession protocols, the nominations of Mari Carmen Aponte, of Puerto Rico, to be Ambassador to the Republic of Panama, Michelle Kwan, of California, to be Ambassador to Belize, and Elizabeth H. Richard, of Virginia, to be Coordinator for Counterterrorism, with the rank and status of Ambassador at Large, all of the Department of State, and routine lists in the Foreign Service."
117.0,senate,SSFR,2022-05-26,Hearings to examine the Ninth Summit of the Americas.
117.0,senate,SSFR,2022-05-25,Hearings to examine the JCPOA negotiations and United States&#39; policy on Iran moving forward.
117.0,senate,SSFR,2022-05-24,"Hearings to examine the nominations of Reuben E. Brigety II, of Florida, to be Ambassador to the Republic of South Africa, Michael Battle, of Georgia, to be Ambassador to the United Republic of Tanzania, Margaret C. Whitman, of Colorado, to be Ambassador to the Republic of Kenya, Michael C. Gonzales, of California, to be Ambassador to the Republic of Zambia, John T. Godfrey, of California, to be Ambassador to the Republic of the Sudan, and Michael J. Adler, of Maryland, to be Ambassador to the Republic of South Sudan, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-24,"Hearings to examine the nominations of Reuben E. Brigety II, of Florida, to be Ambassador to the Republic of South Africa, Michael Battle, of Georgia, to be Ambassador to the United Republic of Tanzania, Margaret C. Whitman, of Colorado, to be Ambassador to the Republic of Kenya, Michael C. Gonzales, of California, to be Ambassador to the Republic of Zambia, John T. Godfrey, of California, to be Ambassador to the Republic of the Sudan, and Michael J. Adler, of Maryland, to be Ambassador to the Republic of South Sudan, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-18,"Business meeting to consider S.Res.341, commemorating the 70th anniversary of the signing of the Security Treaty among Australia, New Zealand, and the United States of America, S.Res.529, supporting a democratic, pluralistic, and prosperous Bosnia and Herzegovina on the 30th Anniversary of its declaration of independence, S.Res.499, celebrating 100 years of diplomatic relations between the United States and the Baltic States, S.Res.615, expressing appreciation for the efforts of the Republic of Poland to assist Ukrainian refugees and support the sovereignty of Ukraine following the Russian invasion of Ukraine, S.Res.538, expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest, S.Res.390, expressing appreciation for the State of Qatar&#39;s efforts to assist the United States during Operation Allies Refuge, an original resolution calling for the immediate release of Russian opposition leader Vladimir Kara-Murza, who was unjustly detained on April 11, 2022, the nomination of Bernadette M. Meehan, of New York, to be Ambassador to the Republic of Chile, Department of State, and other pending calendar business."
117.0,senate,SSFR,2022-05-18,"Business meeting to consider S.Res.341, commemorating the 70th anniversary of the signing of the Security Treaty among Australia, New Zealand, and the United States of America, S.Res.529, supporting a democratic, pluralistic, and prosperous Bosnia and Herzegovina on the 30th Anniversary of its declaration of independence, S.Res.499, celebrating 100 years of diplomatic relations between the United States and the Baltic States, S.Res.615, expressing appreciation for the efforts of the Republic of Poland to assist Ukrainian refugees and support the sovereignty of Ukraine following the Russian invasion of Ukraine, S.Res.538, expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest, S.Res.390, expressing appreciation for the State of Qatar&#39;s efforts to assist the United States during Operation Allies Refuge, S.Res.632, calling for the immediate release of Russian opposition leader Vladimir Kara-Murza, who was unjustly detained on April 11, 2022, the nominations of Bernadette M. Meehan, of New York, to be Ambassador to the Republic of Chile, Jane Hartley, of New York, to be Ambassador to the United Kingdom of Great Britain and Northern Ireland, Constance J. Milstein, of New York, to be Ambassador to the Republic of Malta, Bruce I. Turner, of Colorado, for the rank of Ambassador during his tenure of service as U.S. Representative to the Conference on Disarmament, Alexander Mark Laskaris, of the District of Columbia, to be an Ambassador to the Republic of Chad, Bridget A. Brink, of Michigan, to be Ambassador to Ukraine, and Alan M. Leventhal, of Massachusetts, to be Ambassador to the Kingdom of Denmark, all of the Department of State, and other pending calendar business."
117.0,senate,SSFR,2022-05-18,"Hearings to examine the nominations of Elizabeth Frawley Bagley, of Florida, to be Ambassador to the Federative Republic of Brazil, Mari Carmen Aponte, of Puerto Rico, to be Ambassador to the Republic of Panama, Francisco O. Mora, of Florida, to be Permanent Representative of the United States of America to the Organization of American States, with the rank of Ambassador, and Michelle Kwan, of California, to be Ambassador to Belize, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-12,Hearings to examine U.S. efforts to support Ukraine against Russian aggression.
117.0,senate,SSFR,2022-05-11,Hearings to examine the President&#39;s proposed budget request for fiscal year 2023 for the United States Agency for International Development.
117.0,senate,SSFR,2022-05-10,"Hearings to examine the nomination of Bridget A. Brink, of Michigan, to be Ambassador to Ukraine, Elizabeth H. Richard, of Virginia, to be Coordinator for Counterterrorism, with the rank and status of Ambassador at Large, and Alexander Mark Laskaris, of the District of Columbia, to be an Ambassador to the Republic of Chad, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-04,"Hearings to examine the nominations of Jane Hartley, of New York, to be Ambassador to the United Kingdom of Great Britain and Northern Ireland, Alan M. Leventhal, of Massachusetts, to be Ambassador to the Kingdom of Denmark, Constance J. Milstein, of New York, to be Ambassador to the Republic of Malta, and Bruce I. Turner, of Colorado, for the rank of Ambassador during his tenure of service as U.S. Representative to the Conference on Disarmament, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-04,"Hearings to examine the nominations of Jane Hartley, of New York, to be Ambassador to the United Kingdom of Great Britain and Northern Ireland, Alan M. Leventhal, of Massachusetts, to be Ambassador to the Kingdom of Denmark, Constance J. Milstein, of New York, to be Ambassador to the Republic of Malta, and Bruce I. Turner, of Colorado, for the rank of Ambassador during his tenure of service as U.S. Representative to the Conference on Disarmament, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-05-04,"Business meeting to consider the nominations of John N. Nkengasong, of Georgia, to be Ambassador at Large, Coordinator of United States Government Activities to Combat HIV/AIDS Globally, Marc B. Nathanson, of California, to be Ambassador to the Kingdom of Norway, MaryKay Loss Carlson, of Arkansas, to be Ambassador to the Republic of the Philippines, Philip S. Goldberg, of the District of Columbia, to be Ambassador to the Republic of Korea, and Caroline Kennedy, of New York, to be Ambassador to the Commonwealth of Australia, all of the Department of State, amendments to the Treaty on Fisheries between the Governments of Certain Pacific Island States and the Government of the United States of America (Treaty Doc.115-3), agreement between the Government of the United States of America and the Government of the Republic of Croatia comprising the instrument as contemplated by Article 3(2) of the Agreement on Extradition between the United States of America and the European Union, signed June 25, 2003, as to the Application of the Treaty on Extradition signed on October 25, 1901 (the &quot;U.S.-Croatia Extradition Agreement&quot;), and the Agreement between the Government of the United States and the Government of the Republic of Croatia comprising the Instrument as contemplated by Article 3(3) of the Agreement on Mutual Legal Assistance between the United States of America and the European Union signed at Washington on June 25, 2003 (the &quot;U.S.-Croatia Mutual Legal Assistance Agreement&quot;), both signed at Washington on December 10, 2019 (Treaty Doc.116-2), amendment to the Montreal Protocol on Substances that Deplete the Ozone Layer (the &quot;Montreal Protocol&quot;), adopted at Kigali on October 15, 2016, by the Twenty-Eighth Meeting of the Parties to the Montreal Protocol (the &quot;Kigali Amendment&quot;) (Treaty Doc.117-1), and other pending calendar business."
117.0,senate,SSFR,2022-05-03,"Hearings to examine Department of State authorization, focusing on strengthening U.S. diplomacy for the 21st century."
117.0,senate,SSFR,2022-04-27,To receive a closed briefing on recent developments in China&#39;s nuclear capabilities.
117.0,senate,SSFR,2022-04-27,"Hearings to examine the nominations of Jane Hartley, of New York, to be Ambassador to the United Kingdom of Great Britain and Northern Ireland, Alan M. Leventhal, of Massachusetts, to be Ambassador to the Kingdom of Denmark, Constance J. Milstein, of New York, to be Ambassador to the Republic of Malta, and Bruce I. Turner, of Colorado, for the rank of Ambassador during his tenure of service as U.S. Representative to the Conference on Disarmament, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-04-26,"Hearings to examine the President&#39;s proposed budget request for fiscal year 2023 for the Department of State, focusing on American diplomacy and global leadership."
117.0,senate,SSFR,2022-04-07,"Hearings to examine the nominations of Caroline Kennedy, of New York, to be Ambassador to the Commonwealth of Australia, Philip S. Goldberg, of the District of Columbia, to be Ambassador to the Republic of Korea, MaryKay Loss Carlson, of Arkansas, to be Ambassador to the Republic of the Philippines, and Marc B. Nathanson, of California, to be Ambassador to the Kingdom of Norway, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-04-07,"Hearings to examine the nominations of Caroline Kennedy, of New York, to be Ambassador to the Commonwealth of Australia, Philip S. Goldberg, of the District of Columbia, to be Ambassador to the Republic of Korea, MaryKay Loss Carlson, of Arkansas, to be Ambassador to the Republic of the Philippines, and Marc B. Nathanson, of California, to be Ambassador to the Kingdom of Norway, all of the Department of State, and other pending nominations."
117.0,senate,SSFR,2022-04-06,"Hearings to examine amendments to the Treaty on Fisheries between the Governments of Certain Pacific Island States and the Government of the United States of America (Treaty Doc.115-03), agreement between the Government of the United States of America and the Government of the Republic of Croatia comprising the instrument as contemplated by Article 3(2) of the Agreement on Extradition between the United States of America and the European Union, signed June 25, 2003, as to the Application of the Treaty on Extradition signed on October 25, 1901 (the &quot;U.S.-Croatia Extradition Agreement&quot;), and the Agreement between the Government of the United States and the Government of the Republic of Croatia comprising the Instrument as contemplated by Article 3(3) of the Agreement on Mutual Legal Assistance between the United States of America and the European Union signed at Washington on June 25, 2003 (the &quot;U.S.-Croatia Mutual Legal Assistance Agreement&quot;), both signed at Washington on December 10, 2019 (Treaty Doc.116-02), and amendment to the Montreal Protocol on Substances that Deplete the Ozone Layer (the &quot;Montreal Protocol&quot;), adopted at Kigali on October 15, 2016, by the Twenty-Eighth Meeting of the Parties to the Montreal Protocol (the &quot;Kigali Amendment&quot;) (Treaty Doc.117-01)."
