Comittee_code,Member_name
SSAS13,Tim Kaine
SSAS13,Jeanne Shaheen
SSAS13,Richard Blumenthal
SSAS13,Mazie K. Hirono
SSAS13,"Angus S. King, Jr."
SSAS13,Gary C. Peters
SSAS13,Jack Reed
SSAS13,Kevin Cramer
SSAS13,Dan Sullivan
SSAS13,Rick Scott
SSAS13,Tommy Tuberville
SSAS13,Eric Schmitt
SSAS13,Roger F. Wicker
SSAS16,"Angus S. King, Jr."
SSAS16,Kirsten E. Gillibrand
SSAS16,Elizabeth Warren
SSAS16,"Joe Manchin, III"
SSAS16,Jacky Rosen
SSAS16,Mark Kelly
SSAS16,Jack Reed
SSAS16,Deb Fischer
SSAS16,Tom Cotton
SSAS16,Mike Rounds
SSAS16,Kevin Cramer
SSAS16,Tommy Tuberville
SSAS16,Roger F. Wicker
SSBK,Sherrod Brown
SSBK,Jack Reed
SSBK,Robert Menendez
SSBK,Jon Tester
SSBK,Mark R. Warner
SSBK,Elizabeth Warren
SSBK,Chris Van Hollen
SSBK,Catherine Cortez Masto
SSBK,Tina Smith
SSBK,Kyrsten Sinema
SSBK,Raphael G. Warnock
SSBK,John Fetterman
SSBK,Tim Scott
SSBK,Mike Crapo
SSBK,Mike Rounds
SSBK,Thom Tillis
SSBK,John Kennedy
SSBK,Bill Hagerty
SSBK,Cynthia M. Lummis
SSBK,J.D. Vance
SSBK,Katie Boyd Britt
SSBK,Kevin Cramer
SSBK,Steve Daines
SSBK12,Elizabeth Warren
SSBK12,Jack Reed
SSBK12,Robert Menendez
SSBK12,Chris Van Hollen
SSBK12,Tina Smith
SSBK12,John Fetterman
SSBK12,Sherrod Brown
SSBK12,John Kennedy
SSBK12,Mike Rounds
SSBK12,Thom Tillis
SSBK12,Cynthia M. Lummis
SSBK12,Steve Daines
SSBK12,Tim Scott
SSBK08,Raphael G. Warnock
SSBK08,Mark R. Warner
SSBK08,Elizabeth Warren
SSBK08,Chris Van Hollen
SSBK08,Catherine Cortez Masto
SSBK08,Tina Smith
SSBK08,John Fetterman
SSBK08,Sherrod Brown
SSBK08,Thom Tillis
SSBK08,Mike Crapo
SSBK08,Cynthia M. Lummis
SSBK08,J.D. Vance
SSBK08,Katie Boyd Britt
SSBK08,Kevin Cramer
SSBK08,Tim Scott
SSBK09,Tina Smith
SSBK09,Jack Reed
SSBK09,Robert Menendez
SSBK09,Jon Tester
SSBK09,Catherine Cortez Masto
SSBK09,Kyrsten Sinema
SSBK09,Raphael G. Warnock
SSBK09,John Fetterman
SSBK09,Sherrod Brown
SSBK09,Cynthia M. Lummis
SSBK09,Mike Crapo
SSBK09,Mike Rounds
SSBK09,John Kennedy
SSBK09,Bill Hagerty
SSBK09,J.D. Vance
SSBK09,Katie Boyd Britt
SSBK09,Tim Scott
SSBK05,Mark R. Warner
SSBK05,Jon Tester
SSBK05,Chris Van Hollen
SSBK05,Catherine Cortez Masto
SSBK05,Kyrsten Sinema
SSBK05,Sherrod Brown
SSBK05,Bill Hagerty
SSBK05,Katie Boyd Britt
SSBK05,Kevin Cramer
SSBK05,Steve Daines
SSBK05,Tim Scott
SSBK04,Robert Menendez
SSBK04,Jack Reed
SSBK04,Jon Tester
SSBK04,Mark R. Warner
SSBK04,Elizabeth Warren
SSBK04,Kyrsten Sinema
SSBK04,Raphael G. Warnock
SSBK04,Sherrod Brown
SSBK04,Mike Rounds
SSBK04,Mike Crapo
SSBK04,Thom Tillis
SSBK04,John Kennedy
SSBK04,Bill Hagerty
SSBK04,J.D. Vance
SSBK04,Tim Scott
SSCM,Maria Cantwell
SSCM,Amy Klobuchar
SSCM,Brian Schatz
SSCM,Edward J. Markey
SSCM,Gary C. Peters
SSCM,Tammy Baldwin
SSCM,Tammy Duckworth
SSCM,Jon Tester
SSCM,Kyrsten Sinema
SSCM,Jacky Rosen
SSCM,Ben Ray Luján
SSCM,John W. Hickenlooper
SSCM,Raphael G. Warnock
SSCM,Peter Welch
SSCM,Ted Cruz
SSCM,John Thune
SSCM,Roger F. Wicker
SSCM,Deb Fischer
SSCM,Jerry Moran
SSCM,Dan Sullivan
SSCM,Marsha Blackburn
SSCM,Todd Young
SSCM,Ted Budd
SSCM,Eric Schmitt
SSCM,J.D. Vance
SSCM,Shelley Moore Capito
SSCM,Cynthia M. Lummis
SSCM33,Tammy Duckworth
SSCM33,Jon Tester
SSCM33,Kyrsten Sinema
SSCM33,Jacky Rosen
SSCM33,John W. Hickenlooper
SSCM33,Raphael G. Warnock
SSCM33,Maria Cantwell
SSCM33,Jerry Moran
SSCM33,John Thune
SSCM33,Roger F. Wicker
SSCM33,Dan Sullivan
SSCM33,Todd Young
SSCM33,Ted Cruz
SSCM34,Ben Ray Luján
SSCM34,Amy Klobuchar
SSCM34,Brian Schatz
SSCM34,Edward J. Markey
SSCM34,Gary C. Peters
SSCM34,Tammy Baldwin
SSCM34,Tammy Duckworth
SSCM34,Jon Tester
SSCM34,Kyrsten Sinema
SSCM34,Jacky Rosen
SSCM34,John W. Hickenlooper
SSCM34,Raphael G. Warnock
SSCM34,Peter Welch
SSCM34,Maria Cantwell
SSCM34,John Thune
SSCM34,Roger F. Wicker
SSCM34,Deb Fischer
SSCM34,Jerry Moran
SSCM34,Dan Sullivan
SSCM34,Marsha Blackburn
SSCM34,Todd Young
SSCM34,Ted Budd
SSCM34,Eric Schmitt
SSCM34,J.D. Vance
SSCM34,Shelley Moore Capito
SSCM34,Cynthia M. Lummis
SSCM34,Ted Cruz
SSCM35,John W. Hickenlooper
SSCM35,Amy Klobuchar
SSCM35,Brian Schatz
SSCM35,Edward J. Markey
SSCM35,Tammy Baldwin
SSCM35,Tammy Duckworth
SSCM35,Ben Ray Luján
SSCM35,Peter Welch
SSCM35,Maria Cantwell
SSCM35,Marsha Blackburn
SSCM35,Deb Fischer
SSCM35,Jerry Moran
SSCM35,Dan Sullivan
SSCM35,Todd Young
SSCM35,Ted Budd
SSCM35,Cynthia M. Lummis
SSCM35,Ted Cruz
SSCM36,Tammy Baldwin
SSCM36,Brian Schatz
SSCM36,Edward J. Markey
SSCM36,Ben Ray Luján
SSCM36,Raphael G. Warnock
SSCM36,Peter Welch
SSCM36,Maria Cantwell
SSCM36,Dan Sullivan
SSCM36,Roger F. Wicker
SSCM36,Jerry Moran
SSCM36,Marsha Blackburn
SSCM36,J.D. Vance
SSCM36,Ted Cruz
SSCM37,Kyrsten Sinema
SSCM37,Edward J. Markey
SSCM37,Gary C. Peters
SSCM37,Ben Ray Luján
SSCM37,John W. Hickenlooper
SSCM37,Maria Cantwell
SSCM37,Eric Schmitt
SSCM37,Deb Fischer
SSCM37,J.D. Vance
SSCM37,Cynthia M. Lummis
SSCM37,Ted Cruz
SSCM38,Gary C. Peters
SSCM38,Amy Klobuchar
SSCM38,Brian Schatz
SSCM38,Edward J. Markey
SSCM38,Tammy Baldwin
SSCM38,Tammy Duckworth
SSCM38,Raphael G. Warnock
SSCM38,Peter Welch
SSCM38,Maria Cantwell
SSCM38,Todd Young
SSCM38,John Thune
SSCM38,Roger F. Wicker
SSCM38,Deb Fischer
SSCM38,Eric Schmitt
SSCM38,Shelley Moore Capito
SSCM38,Ted Budd
SSCM38,Ted Cruz
SSCM39,Jacky Rosen
SSCM39,Amy Klobuchar
SSCM39,Tammy Duckworth
SSCM39,Kyrsten Sinema
SSCM39,John W. Hickenlooper
SSCM39,Maria Cantwell
SSCM39,Ted Budd
SSCM39,John Thune
SSCM39,Marsha Blackburn
SSCM39,Shelley Moore Capito
SSCM39,Ted Cruz
SSEG,"Joe Manchin, III"
SSEG,Ron Wyden
SSEG,Maria Cantwell
SSEG,Bernard Sanders
SSEG,Martin Heinrich
SSEG,Mazie K. Hirono
SSEG,"Angus S. King, Jr."
SSEG,Catherine Cortez Masto
SSEG,Mark Kelly
SSEG,John W. Hickenlooper
SSEG,John Barrasso
SSEG,James E. Risch
SSEG,Mike Lee
SSEG,Steve Daines
SSEG,Lisa Murkowski
SSEG,John Hoeven
SSEG,Bill Cassidy
SSEG,Cindy Hyde-Smith
SSEG,Josh Hawley
SSEG01,Bernard Sanders
SSEG01,Ron Wyden
SSEG01,Martin Heinrich
SSEG01,Mazie K. Hirono
SSEG01,"Angus S. King, Jr."
SSEG01,Catherine Cortez Masto
SSEG01,John W. Hickenlooper
SSEG01,"Joe Manchin, III"
SSEG01,Josh Hawley
SSEG01,James E. Risch
SSEG01,Lisa Murkowski
SSEG01,John Hoeven
SSEG01,Bill Cassidy
SSEG01,Cindy Hyde-Smith
SSEG01,John Barrasso
SSEG04,"Angus S. King, Jr."
SSEG04,Bernard Sanders
SSEG04,Martin Heinrich
SSEG04,Mazie K. Hirono
SSEG04,Mark Kelly
SSEG04,"Joe Manchin, III"
SSEG04,Steve Daines
SSEG04,Mike Lee
SSEG04,Lisa Murkowski
SSEG04,Cindy Hyde-Smith
SSEG04,John Barrasso
SSEG03,Catherine Cortez Masto
SSEG03,Ron Wyden
SSEG03,Martin Heinrich
SSEG03,Mazie K. Hirono
SSEG03,"Angus S. King, Jr."
SSEG03,Mark Kelly
SSEG03,John W. Hickenlooper
SSEG03,"Joe Manchin, III"
SSEG03,Mike Lee
SSEG03,James E. Risch
SSEG03,Steve Daines
SSEG03,Lisa Murkowski
SSEG03,Bill Cassidy
SSEG03,Josh Hawley
SSEG03,John Barrasso
SSEG07,Ron Wyden
SSEG07,Bernard Sanders
SSEG07,Catherine Cortez Masto
SSEG07,Mark Kelly
SSEG07,John W. Hickenlooper
SSEG07,"Joe Manchin, III"
SSEG07,James E. Risch
SSEG07,Mike Lee
SSEG07,John Hoeven
SSEG07,Bill Cassidy
SSEG07,John Barrasso
SSEV,Thomas R. Carper
SSEV,Benjamin L. Cardin
SSEV,Bernard Sanders
SSEV,Sheldon Whitehouse
SSEV,Jeff Merkley
SSEV,Edward J. Markey
SSEV,Debbie Stabenow
SSEV,Mark Kelly
SSEV,Alex Padilla
SSEV,John Fetterman
SSEV,Shelley Moore Capito
SSEV,Kevin Cramer
SSEV,Cynthia M. Lummis
SSEV,Markwayne Mullin
SSEV,Pete Ricketts
SSEV,John Boozman
SSEV,Roger F. Wicker
SSEV,Dan Sullivan
SSEV,Lindsey Graham
SSEV09,Jeff Merkley
SSEV09,Bernard Sanders
SSEV09,Sheldon Whitehouse
SSEV09,Edward J. Markey
SSEV09,John Fetterman
SSEV09,Thomas R. Carper
SSEV09,Markwayne Mullin
SSEV09,John Boozman
SSEV09,Roger F. Wicker
SSEV09,Dan Sullivan
SSEV09,Shelley Moore Capito
SSEV10,Edward J. Markey
SSEV10,Benjamin L. Cardin
SSEV10,Bernard Sanders
SSEV10,Sheldon Whitehouse
SSEV10,Jeff Merkley
SSEV10,Debbie Stabenow
SSEV10,Mark Kelly
SSEV10,Alex Padilla
SSEV10,Thomas R. Carper
SSEV10,Pete Ricketts
SSEV10,Kevin Cramer
SSEV10,Cynthia M. Lummis
SSEV10,Markwayne Mullin
SSEV10,Roger F. Wicker
SSEV10,Dan Sullivan
SSEV10,Lindsey Graham
SSEV10,Shelley Moore Capito
SSEV15,Alex Padilla
SSEV15,Benjamin L. Cardin
SSEV15,Sheldon Whitehouse
SSEV15,Edward J. Markey
SSEV15,Debbie Stabenow
SSEV15,Mark Kelly
SSEV15,Thomas R. Carper
SSEV15,Cynthia M. Lummis
SSEV15,Kevin Cramer
SSEV15,Pete Ricketts
SSEV15,John Boozman
SSEV15,Dan Sullivan
SSEV15,Shelley Moore Capito
SSEV08,Mark Kelly
SSEV08,Benjamin L. Cardin
SSEV08,Bernard Sanders
SSEV08,Jeff Merkley
SSEV08,Edward J. Markey
SSEV08,Debbie Stabenow
SSEV08,Alex Padilla
SSEV08,John Fetterman
SSEV08,Thomas R. Carper
SSEV08,Kevin Cramer
SSEV08,Cynthia M. Lummis
SSEV08,Markwayne Mullin
SSEV08,Pete Ricketts
SSEV08,John Boozman
SSEV08,Roger F. Wicker
SSEV08,Lindsey Graham
SSEV08,Shelley Moore Capito
SSFI,Ron Wyden
SSFI,Debbie Stabenow
SSFI,Maria Cantwell
SSFI,Robert Menendez
SSFI,Thomas R. Carper
SSFI,Benjamin L. Cardin
SSFI,Sherrod Brown
SSFI,Michael F. Bennet
SSFI,"Robert P. Casey, Jr."
SSFI,Mark R. Warner
SSFI,Sheldon Whitehouse
SSFI,Margaret Wood Hassan
SSFI,Catherine Cortez Masto
SSFI,Elizabeth Warren
SSFI,Mike Crapo
SSFI,Chuck Grassley
SSFI,John Cornyn
SSFI,John Thune
SSFI,Tim Scott
SSFI,Bill Cassidy
SSFI,James Lankford
SSFI,Steve Daines
SSFI,Todd Young
SSFI,John Barrasso
SSFI,Ron Johnson
SSFI,Thom Tillis
SSFI,Marsha Blackburn
SSFI12,Debbie Stabenow
SSFI12,Ron Wyden
SSFI12,Thomas R. Carper
SSFI12,Michael F. Bennet
SSFI12,Sheldon Whitehouse
SSFI12,Catherine Cortez Masto
SSFI12,James Lankford
SSFI12,John Cornyn
SSFI12,Tim Scott
SSFI12,Steve Daines
SSFI12,John Barrasso
SSFI12,Mike Crapo
SSFI14,Margaret Wood Hassan
SSFI14,Ron Wyden
SSFI14,Chuck Grassley
SSFI14,Mike Crapo
SSFI10,Benjamin L. Cardin
SSFI10,Ron Wyden
SSFI10,Debbie Stabenow
SSFI10,Robert Menendez
SSFI10,Thomas R. Carper
SSFI10,"Robert P. Casey, Jr."
SSFI10,Mark R. Warner
SSFI10,Sheldon Whitehouse
SSFI10,Margaret Wood Hassan
SSFI10,Catherine Cortez Masto
SSFI10,Elizabeth Warren
SSFI10,Steve Daines
SSFI10,Chuck Grassley
SSFI10,John Thune
SSFI10,Tim Scott
SSFI10,Bill Cassidy
SSFI10,James Lankford
SSFI10,Todd Young
SSFI10,John Barrasso
SSFI10,Ron Johnson
SSFI10,Marsha Blackburn
SSFI10,Mike Crapo
SSFI13,Thomas R. Carper
SSFI13,Ron Wyden
SSFI13,Debbie Stabenow
SSFI13,Robert Menendez
SSFI13,Benjamin L. Cardin
SSFI13,Sherrod Brown
SSFI13,Michael F. Bennet
SSFI13,"Robert P. Casey, Jr."
SSFI13,Mark R. Warner
SSFI13,Catherine Cortez Masto
SSFI13,John Cornyn
SSFI13,John Thune
SSFI13,Tim Scott
SSFI13,Bill Cassidy
SSFI13,Steve Daines
SSFI13,Todd Young
SSFI13,John Barrasso
SSFI13,Ron Johnson
SSFI13,Thom Tillis
SSFI13,Mike Crapo
SSFI02,Sherrod Brown
SSFI02,Ron Wyden
SSFI02,"Robert P. Casey, Jr."
SSFI02,Margaret Wood Hassan
SSFI02,Elizabeth Warren
SSFI02,Thom Tillis
SSFI02,Bill Cassidy
SSFI02,Todd Young
SSFI02,Marsha Blackburn
SSFI02,Mike Crapo
SSFI11,Michael F. Bennet
SSFI11,Ron Wyden
SSFI11,Robert Menendez
SSFI11,Benjamin L. Cardin
SSFI11,Mark R. Warner
SSFI11,Sheldon Whitehouse
SSFI11,Elizabeth Warren
SSFI11,John Thune
SSFI11,Chuck Grassley
SSFI11,John Cornyn
SSFI11,James Lankford
SSFI11,Ron Johnson
SSFI11,Marsha Blackburn
SSFI11,Mike Crapo
SSFR,Benjamin L. Cardin
SSFR,Robert Menendez
SSFR,Jeanne Shaheen
SSFR,Christopher A. Coons
SSFR,Christopher Murphy
SSFR,Tim Kaine
SSFR,Jeff Merkley
SSFR,Cory A. Booker
SSFR,Brian Schatz
SSFR,Chris Van Hollen
SSFR,Tammy Duckworth
SSFR,James E. Risch
SSFR,Marco Rubio
SSFR,Mitt Romney
SSFR,Pete Ricketts
SSFR,Rand Paul
SSFR,Todd Young
SSFR,John Barrasso
SSFR,Ted Cruz
SSFR,Bill Hagerty
SSFR,Tim Scott
SSFR09,Cory A. Booker
SSFR09,Christopher A. Coons
SSFR09,Jeff Merkley
SSFR09,Brian Schatz
SSFR09,Chris Van Hollen
SSFR09,Benjamin L. Cardin
SSFR09,Tim Scott
SSFR09,Todd Young
SSFR09,Rand Paul
SSFR09,John Barrasso
SSFR09,James E. Risch
SSFR02,Chris Van Hollen
SSFR02,Jeff Merkley
SSFR02,Brian Schatz
SSFR02,Tammy Duckworth
SSFR02,Christopher A. Coons
SSFR02,Benjamin L. Cardin
SSFR02,Mitt Romney
SSFR02,Tim Scott
SSFR02,Bill Hagerty
SSFR02,Pete Ricketts
SSFR02,James E. Risch
SSFR01,Jeanne Shaheen
SSFR01,Christopher Murphy
SSFR01,Chris Van Hollen
SSFR01,Tammy Duckworth
SSFR01,Benjamin L. Cardin
SSFR01,Pete Ricketts
SSFR01,Rand Paul
SSFR01,John Barrasso
SSFR01,Marco Rubio
SSFR01,James E. Risch
SSFR15,Tammy Duckworth
SSFR15,Christopher A. Coons
SSFR15,Brian Schatz
SSFR15,Jeanne Shaheen
SSFR15,Tim Kaine
SSFR15,Benjamin L. Cardin
SSFR15,John Barrasso
SSFR15,Mitt Romney
SSFR15,Bill Hagerty
SSFR15,Rand Paul
SSFR15,James E. Risch
SSFR07,Christopher Murphy
SSFR07,Benjamin L. Cardin
SSFR07,Jeanne Shaheen
SSFR07,Tim Kaine
SSFR07,Cory A. Booker
SSFR07,Todd Young
SSFR07,Mitt Romney
SSFR07,Ted Cruz
SSFR07,Marco Rubio
SSFR07,James E. Risch
SSFR14,Benjamin L. Cardin
SSFR14,Tim Kaine
SSFR14,Cory A. Booker
SSFR14,Christopher A. Coons
SSFR14,Christopher Murphy
SSFR14,Bill Hagerty
SSFR14,Pete Ricketts
SSFR14,Ted Cruz
SSFR14,Rand Paul
SSFR14,James E. Risch
SSFR06,Tim Kaine
SSFR06,Jeff Merkley
SSFR06,Benjamin L. Cardin
SSFR06,Jeanne Shaheen
SSFR06,Christopher Murphy
SSFR06,Marco Rubio
SSFR06,Ted Cruz
SSFR06,Todd Young
SSFR06,Tim Scott
SSFR06,James E. Risch
SSHR,Bernard Sanders
SSHR,Patty Murray
SSHR,"Robert P. Casey, Jr."
SSHR,Tammy Baldwin
SSHR,Christopher Murphy
SSHR,Tim Kaine
SSHR,Margaret Wood Hassan
SSHR,Tina Smith
SSHR,Ben Ray Luján
SSHR,John W. Hickenlooper
SSHR,Edward J. Markey
SSHR,Bill Cassidy
SSHR,Rand Paul
SSHR,Susan M. Collins
SSHR,Lisa Murkowski
SSHR,Mike Braun
SSHR,Roger Marshall
SSHR,Mitt Romney
SSHR,Tommy Tuberville
SSHR,Markwayne Mullin
SSHR,Ted Budd
SSHR09,"Robert P. Casey, Jr."
SSHR09,Patty Murray
SSHR09,Christopher Murphy
SSHR09,Tim Kaine
SSHR09,Margaret Wood Hassan
SSHR09,Tina Smith
SSHR09,Bernard Sanders
SSHR09,Tommy Tuberville
SSHR09,Rand Paul
SSHR09,Lisa Murkowski
SSHR09,Mitt Romney
SSHR09,Markwayne Mullin
SSHR09,Bill Cassidy
SSHR11,John W. Hickenlooper
SSHR11,"Robert P. Casey, Jr."
SSHR11,Tammy Baldwin
SSHR11,Tim Kaine
SSHR11,Ben Ray Luján
SSHR11,Edward J. Markey
SSHR11,Bernard Sanders
SSHR11,Mike Braun
SSHR11,Roger Marshall
SSHR11,Mitt Romney
SSHR11,Tommy Tuberville
SSHR11,Ted Budd
SSHR11,Bill Cassidy
SSHR12,Edward J. Markey
SSHR12,Patty Murray
SSHR12,Tammy Baldwin
SSHR12,Christopher Murphy
SSHR12,Margaret Wood Hassan
SSHR12,Tina Smith
SSHR12,Ben Ray Luján
SSHR12,John W. Hickenlooper
SSHR12,Bernard Sanders
SSHR12,Roger Marshall
SSHR12,Rand Paul
SSHR12,Susan M. Collins
SSHR12,Lisa Murkowski
SSHR12,Mike Braun
SSHR12,Markwayne Mullin
SSHR12,Ted Budd
SSHR12,Bill Cassidy
SSGA,Gary C. Peters
SSGA,Thomas R. Carper
SSGA,Margaret Wood Hassan
SSGA,Kyrsten Sinema
SSGA,Jacky Rosen
SSGA,Alex Padilla
SSGA,Jon Ossoff
SSGA,Richard Blumenthal
SSGA,Rand Paul
SSGA,Ron Johnson
SSGA,James Lankford
SSGA,Mitt Romney
SSGA,Rick Scott
SSGA,Josh Hawley
SSGA,Roger Marshall
SSGA01,Richard Blumenthal
SSGA01,Thomas R. Carper
SSGA01,Margaret Wood Hassan
SSGA01,Alex Padilla
SSGA01,Jon Ossoff
SSGA01,Gary C. Peters
SSGA01,Ron Johnson
SSGA01,Rick Scott
SSGA01,Josh Hawley
SSGA01,Roger Marshall
SSGA01,Rand Paul
SSGA20,Margaret Wood Hassan
SSGA20,Kyrsten Sinema
SSGA20,Jacky Rosen
SSGA20,Jon Ossoff
SSGA20,Gary C. Peters
SSGA20,Mitt Romney
SSGA20,James Lankford
SSGA20,Rick Scott
SSGA20,Rand Paul
SSGA22,Kyrsten Sinema
SSGA22,Thomas R. Carper
SSGA22,Alex Padilla
SSGA22,Richard Blumenthal
SSGA22,Gary C. Peters
SSGA22,James Lankford
SSGA22,Ron Johnson
SSGA22,Mitt Romney
SSGA22,Rand Paul
SLIA,Brian Schatz
SLIA,Maria Cantwell
SLIA,Jon Tester
SLIA,Catherine Cortez Masto
SLIA,Tina Smith
SLIA,Ben Ray Luján
SLIA,Lisa Murkowski
SLIA,John Hoeven
SLIA,Steve Daines
SLIA,Markwayne Mullin
SLIA,Mike Rounds
SSRA,Amy Klobuchar
SSRA,Charles E. Schumer
SSRA,Mark R. Warner
SSRA,Jeff Merkley
SSRA,Alex Padilla
SSRA,Jon Ossoff
SSRA,Michael F. Bennet
SSRA,Peter Welch
SSRA,Deb Fischer
SSRA,Mitch McConnell
SSRA,Ted Cruz
SSRA,Shelley Moore Capito
SSRA,Roger F. Wicker
SSRA,Cindy Hyde-Smith
SSRA,Bill Hagerty
SSRA,Katie Boyd Britt
SSSB,Jeanne Shaheen
SSSB,Maria Cantwell
SSSB,Benjamin L. Cardin
SSSB,Edward J. Markey
SSSB,Cory A. Booker
SSSB,Christopher A. Coons
SSSB,Mazie K. Hirono
SSSB,Tammy Duckworth
SSSB,Jacky Rosen
SSSB,John W. Hickenlooper
SSSB,Joni Ernst
SSSB,Marco Rubio
SSSB,James E. Risch
SSSB,Rand Paul
SSSB,Tim Scott
SSSB,Todd Young
SSSB,John Kennedy
SSSB,Josh Hawley
SSSB,Ted Budd
SSBU,Sheldon Whitehouse
SSBU,Patty Murray
SSBU,Ron Wyden
SSBU,Debbie Stabenow
SSBU,Bernard Sanders
SSBU,Mark R. Warner
SSBU,Jeff Merkley
SSBU,Tim Kaine
SSBU,Chris Van Hollen
SSBU,Ben Ray Luján
SSBU,Alex Padilla
SSBU,Chuck Grassley
SSBU,Mike Crapo
SSBU,Lindsey Graham
SSBU,Ron Johnson
SSBU,Mitt Romney
SSBU,Roger Marshall
SSBU,Mike Braun
SSBU,John Kennedy
SSBU,Rick Scott
SSBU,Mike Lee
SSJU,Richard J. Durbin
SSJU,Sheldon Whitehouse
SSJU,Amy Klobuchar
SSJU,Christopher A. Coons
SSJU,Richard Blumenthal
SSJU,Mazie K. Hirono
SSJU,Cory A. Booker
SSJU,Alex Padilla
SSJU,Jon Ossoff
SSJU,Peter Welch
SSJU,Lindsey Graham
SSJU,Chuck Grassley
SSJU,John Cornyn
SSJU,Mike Lee
SSJU,Ted Cruz
SSJU,Josh Hawley
SSJU,Tom Cotton
SSJU,John Kennedy
SSJU,Thom Tillis
SSJU,Marsha Blackburn
SSJU01,Amy Klobuchar
SSJU01,Sheldon Whitehouse
SSJU01,Christopher A. Coons
SSJU01,Richard Blumenthal
SSJU01,Mazie K. Hirono
SSJU01,Cory A. Booker
SSJU01,Peter Welch
SSJU01,Mike Lee
SSJU01,Chuck Grassley
SSJU01,Josh Hawley
SSJU01,Tom Cotton
SSJU01,Thom Tillis
SSJU01,Marsha Blackburn
SSJU22,Cory A. Booker
SSJU22,Sheldon Whitehouse
SSJU22,Amy Klobuchar
SSJU22,Christopher A. Coons
SSJU22,Alex Padilla
SSJU22,Jon Ossoff
SSJU22,Tom Cotton
SSJU22,Chuck Grassley
SSJU22,John Cornyn
SSJU22,Mike Lee
SSJU22,Ted Cruz
SSJU22,John Kennedy
SSJU25,Sheldon Whitehouse
SSJU25,Richard Blumenthal
SSJU25,Mazie K. Hirono
SSJU25,Cory A. Booker
SSJU25,Alex Padilla
SSJU25,Peter Welch
SSJU25,John Kennedy
SSJU25,Chuck Grassley
SSJU25,Mike Lee
SSJU25,Ted Cruz
SSJU25,Thom Tillis
SSJU25,Josh Hawley
SSJU27,Jon Ossoff
SSJU27,Richard Blumenthal
SSJU27,Peter Welch
SSJU27,Marsha Blackburn
SSJU27,John Kennedy
SSJU27,Josh Hawley
SSJU04,Alex Padilla
SSJU04,Sheldon Whitehouse
SSJU04,Amy Klobuchar
SSJU04,Christopher A. Coons
SSJU04,Mazie K. Hirono
SSJU04,Cory A. Booker
SSJU04,Peter Welch
SSJU04,John Cornyn
SSJU04,Chuck Grassley
SSJU04,Ted Cruz
SSJU04,Tom Cotton
SSJU04,Thom Tillis
SSJU04,Marsha Blackburn
SSJU26,Christopher A. Coons
SSJU26,Mazie K. Hirono
SSJU26,Alex Padilla
SSJU26,Jon Ossoff
SSJU26,Peter Welch
SSJU26,Thom Tillis
SSJU26,John Cornyn
SSJU26,Tom Cotton
SSJU26,Marsha Blackburn
SSJU28,Richard Blumenthal
SSJU28,Amy Klobuchar
SSJU28,Christopher A. Coons
SSJU28,Mazie K. Hirono
SSJU28,Alex Padilla
SSJU28,Jon Ossoff
SSJU28,Josh Hawley
SSJU28,John Kennedy
SSJU28,Marsha Blackburn
SSJU28,Mike Lee
SSJU28,John Cornyn
SSJU21,Richard Blumenthal
SSJU21,Cory A. Booker
SSJU21,Jon Ossoff
SSJU21,Ted Cruz
SSJU21,John Cornyn
SSJU21,Mike Lee
SSVA,Jon Tester
SSVA,Patty Murray
SSVA,Bernard Sanders
SSVA,Sherrod Brown
SSVA,Richard Blumenthal
SSVA,Mazie K. Hirono
SSVA,"Joe Manchin, III"
SSVA,Kyrsten Sinema
SSVA,Margaret Wood Hassan
SSVA,"Angus S. King, Jr."
SSVA,Jerry Moran
SSVA,John Boozman
SSVA,Bill Cassidy
SSVA,Mike Rounds
SSVA,Thom Tillis
SSVA,Dan Sullivan
SSVA,Marsha Blackburn
SSVA,Kevin Cramer
SSVA,Tommy Tuberville
SLET,Christopher A. Coons
SLET,Brian Schatz
SLET,Jeanne Shaheen
SLET,James Lankford
SLET,James E. Risch
SLET,Deb Fischer
SLIN,Mark R. Warner
SLIN,Ron Wyden
SLIN,Martin Heinrich
SLIN,"Angus S. King, Jr."
SLIN,Michael F. Bennet
SLIN,"Robert P. Casey, Jr."
SLIN,Kirsten E. Gillibrand
SLIN,Jon Ossoff
SLIN,Jack Reed
SLIN,Charles E. Schumer
SLIN,Marco Rubio
SLIN,James E. Risch
SLIN,Susan M. Collins
SLIN,Tom Cotton
SLIN,John Cornyn
SLIN,Jerry Moran
SLIN,James Lankford
SLIN,Mike Rounds
SLIN,Mitch McConnell
SLIN,Roger F. Wicker
SPAG,"Robert P. Casey, Jr."
SPAG,Kirsten E. Gillibrand
SPAG,Richard Blumenthal
SPAG,Elizabeth Warren
SPAG,Mark Kelly
SPAG,Raphael G. Warnock
SPAG,John Fetterman
SPAG,Mike Braun
SPAG,Tim Scott
SPAG,Marco Rubio
SPAG,Rick Scott
SPAG,J.D. Vance
SPAG,Pete Ricketts
SCNC,Sheldon Whitehouse
SCNC,Richard Blumenthal
SCNC,Margaret Wood Hassan
SCNC,Ben Ray Luján
SCNC,Chuck Grassley
SCNC,John Cornyn
SCNC,James E. Risch
JCSE,Benjamin L. Cardin
JCSE,Sheldon Whitehouse
JCSE,Jeanne Shaheen
JCSE,Richard Blumenthal
JCSE,Tina Smith
