name,code,begin_date,end_date,parent_committee_id,member_id
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,B001286
Defense,HSAP02,,2021-01-03,HSAP,B001286
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,B001286
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,B001286
Elections,HSHA01,2019-02-07,2021-01-03,HSHA,B001251
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,B001251
Health,HSIF14,2019-01-15,2021-01-03,HSIF,B001251
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,B001251
Elections,HSHA08,,2021-01-03,HSHA,B001251
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,C000059
"Energy and Water Development, and Related Agencies",HSAP10,2019-01-29,2021-01-03,HSAP,C000059
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,C001112
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,C001112
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,C001112
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,C001112
Aviation,HSPW05,,2021-01-03,HSPW,C001112
Highways and Transit,HSPW12,,2021-01-03,HSPW,C001112
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2021-01-03,HSAG,C001112
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,C001112
Health,HSIF14,2019-01-15,2021-01-03,HSIF,C001097
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,C001097
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,C001097
Aviation,HSPW05,,2021-01-03,HSPW,C001072
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,C001072
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,C001072
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,C001072
Health,HSIF14,2019-01-18,2021-01-03,HSIF,C001103
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,C001103
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,C001103
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,C001051
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,2019-01-29,2021-01-03,HSAP,C001051
Indian and Insular Affairs,HSII24,,2021-01-03,HSII,C001090
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,C001090
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,C001090
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,C001090
Energy and Mineral Resources,HSII06,,2021-01-03,HSII,C001090
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,C001055
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,C001055
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,C001055
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,C001055
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,C001055
Legislative Branch,HSAP24,,2021-01-03,HSAP,C001055
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,C001117
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,C001117
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,C001117
Capital Markets,HSBA16,,2021-01-03,HSBA,C001117
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,C001066
Health,HSIF14,2019-01-15,2021-01-03,HSIF,C001066
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,C001066
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,C001091
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,C001091
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,C001091
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,C001091
Europe,HSFA14,,2021-01-03,HSFA,C001091
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,C000266
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,C000266
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,C000266
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,C001109
Strategic Forces,HSAS29,,2021-01-03,HSAS,C001109
Military Personnel,HSAS02,,2021-01-03,HSAS,C001109
"Oversight, Investigations, and Regulations",HSSM24,2019-01-29,2021-01-03,HSSM,C001080
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,C001080
Health,HSWM02,2019-01-16,2021-01-03,HSWM,C001080
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,C001080
Contracting and Infrastructure,HSSM23,,2021-01-03,HSSM,C001080
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,C001084
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,C001084
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,C001084
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,C001084
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,C001084
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,C001101
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,C001101
Legislative Branch,HSAP24,,2021-01-03,HSAP,C001101
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,C001067
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,C001067
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,C001067
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,C001067
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,C001067
Financial Institutions and Monetary Policy,HSBA20,2019-01-24,2021-01-03,HSBA,C001061
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,C001061
Housing and Insurance,HSBA04,,2021-01-03,HSBA,C001061
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,C001061
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,C001118
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,C001118
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,C001118
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,C001118
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,C001118
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,C001115
Energy,HSSY20,,2021-01-03,HSSY,C001115
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,C001115
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,C001115
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,C001068
Investigations and Oversight,HSSY21,2019-01-30,2021-01-03,HSSY,C001068
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,C001068
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,C001068
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,C001068
Aviation,HSPW05,,2021-01-03,HSPW,C001068
Highways and Transit,HSPW12,,2021-01-03,HSPW,C001068
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,C001068
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,C001053
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,2019-01-29,2021-01-03,HSAP,C001053
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,C001108
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,C001108
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,C001108
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,C001108
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,C001108
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,C001108
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,C001108
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,C001078
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,C001078
Government Operations and the Federal Workforce,HSGO24,2019-01-24,2021-01-03,HSGO,C001078
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,C001078
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,C000754
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,C000754
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,C000754
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,C000754
Transportation and Maritime Security,HSHM07,2019-01-29,2021-01-03,HSHM,C001110
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,C001110
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,C001110
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,C001110
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,C001059
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,C001059
"Livestock, Dairy, and Poultry",HSAG29,2019-01-24,2021-01-03,HSAG,C001059
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,C001069
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,C001069
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,C001069
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,C001069
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,C001119
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,C001119
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,C001119
Aviation,HSPW05,,2021-01-03,HSPW,C001119
Highways and Transit,HSPW12,,2021-01-03,HSPW,C001119
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,C001119
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,C001119
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,C001087
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,C001087
"Railroads, Pipelines, and Hazardous Materials",HSPW14,2019-01-17,2021-01-03,HSPW,C001087
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,C001087
Highways and Transit,HSPW12,,2021-01-03,HSPW,C001087
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,C001120
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,C001120
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,C001111
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,C001111
Defense,HSAP02,,2021-01-03,HSAP,C001111
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,C001111
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,C001111
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,C001121
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,C001121
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,C001121
"Underserved, Agricultural, and Rural Business Development",HSSM25,,2021-01-03,HSSM,C001121
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,C001121
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,C001063
Defense,HSAP02,,2021-01-03,HSAP,C001063
Homeland Security,HSAP15,,2021-01-03,HSAP,C001063
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,C001114
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,C001114
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,C001114
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,C001114
Aviation,HSPW05,,2021-01-03,HSPW,D000629
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,D000629
Highways and Transit,HSPW12,,2021-01-03,HSPW,D000629
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,D000629
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,D000629
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,D000626
Capital Markets,HSBA16,,2021-01-03,HSBA,D000626
Elections,HSHA01,2019-02-07,2021-01-03,HSHA,D000619
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,D000619
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,D000619
Highways and Transit,HSPW12,2019-01-17,2021-01-03,HSPW,D000619
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,D000619
Elections,HSHA08,,2021-01-03,HSHA,D000619
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,D000096
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,D000096
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,D000631
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,D000631
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,D000631
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,D000631
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,D000191
Aviation,HSPW05,,2021-01-03,HSPW,D000191
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,D000191
Highways and Transit,HSPW12,,2021-01-03,HSPW,D000191
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,D000191
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,D000191
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,D000197
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,D000197
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,D000197
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,D000197
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,D000197
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,D000216
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,D000216
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,D000617
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,D000617
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,D000617
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,D000630
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,D000630
Highways and Transit,HSPW12,,2021-01-03,HSPW,D000630
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,D000630
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,D000630
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,D000627
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,D000627
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,D000627
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,D000627
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,D000627
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,D000623
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,D000623
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,D000623
Highways and Transit,HSPW12,,2021-01-03,HSPW,D000623
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,D000623
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,D000623
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,D000616
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,D000616
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,D000616
Strategic Forces,HSAS29,,2021-01-03,HSAS,D000616
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,D000610
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,D000610
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,D000610
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,D000610
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,D000600
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,2019-01-29,2021-01-03,HSAP,D000600
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,D000624
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,D000624
Health,HSIF14,2019-01-15,2021-01-03,HSIF,D000624
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,D000624
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,D000624
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,D000624
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,D000399
Health,HSWM02,2019-01-16,2021-01-03,HSWM,D000399
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,D000482
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,D000482
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,D000615
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,D000615
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,D000615
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,D000628
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,D000628
Health,HSVR03,2019-01-30,2021-01-03,HSVR,D000628
Research and Technology,HSSY15,,2021-01-03,HSSY,D000628
Energy,HSSY20,,2021-01-03,HSSY,D000628
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,E000294
Capital Markets,HSBA16,,2021-01-03,HSBA,E000294
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,E000299
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,E000299
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,E000299
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,E000299
Health,HSIF14,2019-01-15,2021-01-03,HSIF,E000215
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,E000215
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,E000297
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,E000297
Highways and Transit,HSPW12,,2021-01-03,HSPW,E000297
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,E000297
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,E000297
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,E000298
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,E000298
Health,HSWM02,2019-01-16,2021-01-03,HSWM,E000296
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,E000296
"Oversight, Investigations, and Regulations",HSSM24,,2021-01-03,HSSM,E000296
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,F000465
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,F000465
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,F000466
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,F000466
Aviation,HSPW05,,2021-01-03,HSPW,F000466
Highways and Transit,HSPW12,,2021-01-03,HSPW,F000466
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,F000466
"Energy and Water Development, and Related Agencies",HSAP10,2019-01-29,2021-01-03,HSAP,F000459
Homeland Security,HSAP15,2019-01-29,2021-01-03,HSAP,F000459
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,F000468
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,F000468
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,F000468
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,F000468
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,F000468
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,2019-01-29,2021-01-03,HSAP,F000449
"State, Foreign Operations, and Related Programs",HSAP04,2019-01-29,2021-01-03,HSAP,F000449
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,F000454
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,F000454
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,F000454
Capital Markets,HSBA16,,2021-01-03,HSBA,F000454
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,F000450
"State, Foreign Operations, and Related Programs",HSAP04,,2021-01-03,HSAP,F000462
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,F000462
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,F000462
Elections,HSHA01,2019-02-07,2021-01-03,HSHA,F000455
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,F000455
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,F000455
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-01-24,2021-01-03,HSAG,F000455
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,F000455
Elections,HSHA08,,2021-01-03,HSHA,F000455
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,F000469
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,F000469
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,F000469
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,F000469
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,G000578
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,G000578
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,G000578
Military Personnel,HSAS02,,2021-01-03,HSAS,G000578
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,G000579
Aviation,HSPW05,,2021-01-03,HSPW,G000579
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,G000579
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,G000579
Highways and Transit,HSPW12,,2021-01-03,HSPW,G000579
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,G000574
Indian and Insular Affairs,HSII24,2019-01-29,2021-01-03,HSII,G000574
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,G000574
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,G000574
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,G000559
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,G000559
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,G000559
Highways and Transit,HSPW12,,2021-01-03,HSPW,G000559
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,G000559
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,G000559
Aviation,HSPW05,,2021-01-03,HSPW,G000586
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,G000586
Highways and Transit,HSPW12,,2021-01-03,HSPW,G000586
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,G000586
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,G000587
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,G000587
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,G000587
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000587
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,G000563
Coast Guard and Maritime Transportation,HSPW07,2019-01-17,2021-01-03,HSPW,G000563
Highways and Transit,HSPW12,,2021-01-03,HSPW,G000563
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,G000552
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,G000552
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,G000552
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,G000552
Contracting and Infrastructure,HSSM23,2019-01-29,2021-01-03,HSSM,G000592
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,G000592
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,G000592
"Underserved, Agricultural, and Rural Business Development",HSSM25,,2021-01-03,HSSM,G000592
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,G000585
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,G000585
Health,HSWM02,2019-01-16,2021-01-03,HSWM,G000585
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,G000585
Research and Technology,HSSY15,,2021-01-03,HSSY,G000588
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,G000588
Environment,HSSY18,,2021-01-03,HSSY,G000588
Housing and Insurance,HSBA04,,2021-01-03,HSBA,G000588
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000588
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,G000581
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,G000581
Housing and Insurance,HSBA04,,2021-01-03,HSBA,G000581
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000581
Capital Markets,HSBA16,,2021-01-03,HSBA,G000581
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,G000582
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,G000582
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,G000582
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,G000582
Housing and Insurance,HSBA04,,2021-01-03,HSBA,G000589
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000589
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,G000565
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,G000565
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,G000565
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,G000565
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,G000583
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000583
Capital Markets,HSBA16,,2021-01-03,HSBA,G000583
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,G000577
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,G000577
Aviation,HSPW05,2019-01-17,2021-01-03,HSPW,G000577
