name,code,begin_date,end_date,parent_committee_id,member_id
Highways and Transit,HSPW12,,2025-01-03,HSPW,B001285
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,B001285
Health,HSVR03,,2025-01-03,HSVR,B001285
Trade,HSWM04,,2025-01-03,HSWM,B001260
Health,HSWM02,,2025-01-03,HSWM,B001260
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,B001297
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,B001297
Western Hemisphere,HSFA07,,2025-01-03,HSFA,B001297
Indo-Pacific,HSFA05,,2025-01-03,HSFA,B001297
Health,HSIF14,,2025-01-03,HSIF,B001275
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,B001275
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,B001275
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,B001315
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,B001315
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,B001315
Health,HSVR03,,2025-01-03,HSVR,B001315
Aviation,HSPW05,,2025-01-03,HSPW,B001309
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,B001309
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,B001309
Highways and Transit,HSPW12,,2025-01-03,HSPW,B001309
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,B001309
"Middle East, North Africa, and Central Asia",HSFA13,,2025-01-03,HSFA,B001309
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,B001309
Rules and Organization of the House,HSRU04,,2025-01-03,HSRU,B001248
Health,HSIF14,,2025-01-03,HSIF,B001248
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,B001248
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,B001248
Workforce Protections,HSED10,,2025-01-03,HSED,B001316
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,B001316
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,B001316
Highways and Transit,HSPW12,,2025-01-03,HSPW,B001316
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,B001316
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,B001316
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,B001316
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,B001316
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,B001224
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,B001224
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,B001224
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,B001224
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,C000059
Defense,HSAP02,,2025-01-03,HSAP,C000059
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,C001039
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001039
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,C001039
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,C001039
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,C001134
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001134
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,C001134
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,C001134
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,C001112
Aviation,HSPW05,,2025-01-03,HSPW,C001112
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,C001112
Highways and Transit,HSPW12,,2025-01-03,HSPW,C001112
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,C001112
Strategic Forces,HSAS29,,2025-01-03,HSAS,C001112
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001097
Health,HSIF14,,2025-01-03,HSIF,C001097
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,C001097
Work and Welfare,HSWM03,,2025-01-03,HSWM,C001126
Social Security,HSWM01,,2025-01-03,HSWM,C001126
Modernization,HSHA27,,2025-01-03,HSHA,C001126
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,C001054
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,C001054
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,C001054
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,C001054
"State, Foreign Operations, and Related Programs",HSAP04,,2025-01-03,HSAP,C001054
Aviation,HSPW05,,2025-01-03,HSPW,C001072
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,C001072
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,C001072
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,C001125
Emergency Management and Technology,HSHM12,,2025-01-03,HSHM,C001125
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,C001125
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,C001125
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,C001125
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001103
Health,HSIF14,,2025-01-03,HSIF,C001103
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,C001103
Defense,HSAP02,,2025-01-03,HSAP,C001051
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,C001051
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,C001051
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,C001090
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,C001090
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,C001131
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,C001131
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001131
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,C001131
Defense,HSAP02,,2025-01-03,HSAP,C001055
Oversight and Investigations,HSII15,,2025-01-03,HSII,C001055
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,C001055
Homeland Security,HSAP15,,2025-01-03,HSAP,C001055
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,C001055
Capital Markets,HSBA16,,2025-01-03,HSBA,C001117
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,C001117
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,C001117
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,C001066
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,C001066
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,C001066
Western Hemisphere,HSFA07,,2025-01-03,HSFA,C001091
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,C001091
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,C001091
Indo-Pacific,HSFA05,,2025-01-03,HSFA,C001091
Forestry,HSAG15,,2025-01-03,HSAG,C001135
Aviation,HSPW05,,2025-01-03,HSPW,C001135
Highways and Transit,HSPW12,,2025-01-03,HSPW,C001135
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,C001135
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001135
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,C001135
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,C001135
Oversight and Investigations,HSVR08,,2025-01-03,HSVR,C001127
Technology Modernization,HSVR11,,2025-01-03,HSVR,C001127
Africa,HSFA16,,2025-01-03,HSFA,C001127
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,C001127
Work and Welfare,HSWM03,,2025-01-03,HSWM,C001080
"Innovation, Entrepreneurship, and Workforce Development",HSSM22,,2025-01-03,HSSM,C001080
Contracting and Infrastructure,HSSM23,,2025-01-03,HSSM,C001080
Health,HSWM02,,2025-01-03,HSWM,C001080
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,C001080
Oversight,HSWM06,,2025-01-03,HSWM,C001080
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2023-06-01,HSJU,C001084
"Immigration Integrity, Security, and Enforcement",HSJU01,,2023-06-01,HSJU,C001084
Crime and Federal Government Surveillance,HSJU08,,2023-06-01,HSJU,C001084
Europe,HSFA14,,2023-06-01,HSFA,C001084
"Middle East, North Africa, and Central Asia",HSFA13,,2023-06-01,HSFA,C001084
Disability Assistance and Memorial Affairs,HSVR09,,2025-01-03,HSVR,C001133
Economic Opportunity,HSVR10,,2025-01-03,HSVR,C001133
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,C001133
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,C001133
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,C001133
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001067
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,C001067
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,C001067
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,C001067
Housing and Insurance,HSBA04,,2025-01-03,HSBA,C001061
Capital Markets,HSBA16,,2025-01-03,HSBA,C001061
Responsiveness and Accountability to Oversight,HSJU13,,2025-01-03,HSJU,C001118
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,C001118
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,C001118
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,C001118
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,C001118
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,C001118
"Interior, Environment, and Related Agencies",HSAP06,,2025-01-03,HSAP,C001115
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,C001115
Homeland Security,HSAP15,,2025-01-03,HSAP,C001115
Legislative Branch,HSAP24,,2025-01-03,HSAP,C001116
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,C001116
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,C001116
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,C001068
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,C001068
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,C001068
Highways and Transit,HSPW12,,2025-01-03,HSPW,C001068
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,C001068
Aviation,HSPW05,,2025-01-03,HSPW,C001068
Rules and Organization of the House,HSRU04,,2025-01-03,HSRU,C001053
Legislative and Budget Process,HSRU02,,2025-01-03,HSRU,C001053
Defense,HSAP02,,2025-01-03,HSAP,C001053
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,C001053
Aviation,HSPW05,,2025-01-03,HSPW,C001129
Highways and Transit,HSPW12,,2025-01-03,HSPW,C001129
Research and Technology,HSSY15,,2025-01-03,HSSY,C001129
Environment,HSSY18,,2025-01-03,HSSY,C001129
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,C001129
Oversight and Investigations,HSII15,,2025-01-03,HSII,C001129
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,C001129
Workforce Protections,HSED10,,2025-01-03,HSED,C001108
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,C001108
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,C001078
Indo-Pacific,HSFA05,,2025-01-03,HSFA,C001078
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,C001078
"Middle East, North Africa, and Central Asia",HSFA13,,2025-01-03,HSFA,C001078
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,C001110
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,C001110
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,C001110
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,C001110
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,C001059
Europe,HSFA14,,2025-01-03,HSFA,C001059
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001059
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,C001069
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,C001069
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,C001069
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,C001069
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001119
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,C001119
Health,HSIF14,,2025-01-03,HSIF,C001119
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001119
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,C001132
Disability Assistance and Memorial Affairs,HSVR09,,2025-01-03,HSVR,C001132
Economic Opportunity,HSVR10,,2025-01-03,HSVR,C001132
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,C001132
"Innovation, Entrepreneurship, and Workforce Development",HSSM22,,2025-01-03,HSSM,C001132
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,C001132
Aviation,HSPW05,,2025-01-03,HSPW,C001087
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,C001087
Highways and Transit,HSPW12,,2025-01-03,HSPW,C001087
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,C001087
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,C001087
Research and Technology,HSSY15,,2025-01-03,HSSY,C001087
Environment,HSSY18,,2025-01-03,HSSY,C001087
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,C001120
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,C001120
Health,HSIF14,,2025-01-03,HSIF,C001120
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,C001120
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,C001120
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,C001130
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,C001130
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,C001130
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,C001130
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,C001130
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,C001121
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,C001121
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,C001121
Defense,HSAP02,,2025-01-03,HSAP,C001063
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,C001063
Homeland Security,HSAP15,,2025-01-03,HSAP,C001063
Communications and Technology,HSIF16,,2025-01-03,HSIF,C001114
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,C001114
Federal Lands,HSII10,,2025-01-03,HSII,C001114
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,C001114
Elections,HSHA08,,2025-01-03,HSHA,D000632
Aviation,HSPW05,,2025-01-03,HSPW,D000632
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,D000632
Emergency Management and Technology,HSHM12,,2025-01-03,HSHM,D000632
Highways and Transit,HSPW12,,2025-01-03,HSPW,D000632
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,D000632
Oversight,HSHA06,,2025-01-03,HSHA,D000632
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,D000629
Aviation,HSPW05,,2025-01-03,HSPW,D000629
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,D000629
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,D000629
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,D000629
Western Hemisphere,HSFA07,,2025-01-03,HSFA,D000626
Indo-Pacific,HSFA05,,2025-01-03,HSFA,D000626
Housing and Insurance,HSBA04,,2025-01-03,HSBA,D000626
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,D000626
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,D000230
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,D000230
Military Personnel,HSAS02,,2025-01-03,HSAS,D000230
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,D000230
Readiness,HSAS03,,2025-01-03,HSAS,D000230
Work and Welfare,HSWM03,,2025-01-03,HSWM,D000096
Health,HSWM02,,2025-01-03,HSWM,D000096
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,D000594
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,D000594
Housing and Insurance,HSBA04,,2025-01-03,HSBA,D000594
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,D000594
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,D000594
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,D000631
Europe,HSFA14,,2025-01-03,HSFA,D000631
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,D000631
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,D000631
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,D000197
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,D000197
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,D000197
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,D000216
Trade,HSWM04,,2025-01-03,HSWM,D000617
Tax,HSWM05,,2025-01-03,HSWM,D000617
Oversight,HSWM06,,2025-01-03,HSWM,D000617
Disability Assistance and Memorial Affairs,HSVR09,,2025-01-03,HSVR,D000530
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,D000530
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,D000530
Health,HSVR03,,2025-01-03,HSVR,D000530
Aviation,HSPW05,,2025-01-03,HSPW,D000623
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,D000623
Highways and Transit,HSPW12,,2025-01-03,HSPW,D000623
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,D000623
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,D000623
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,D000623
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,D000616
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,D000616
Strategic Forces,HSAS29,,2025-01-03,HSAS,D000616
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,D000616
Defense,HSAP02,,2025-01-03,HSAP,D000600
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,D000600
"State, Foreign Operations, and Related Programs",HSAP04,,2025-01-03,HSAP,D000600
Communications and Technology,HSIF16,,2025-01-03,HSIF,D000624
Health,HSIF14,,2025-01-03,HSIF,D000624
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,D000624
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,D000624
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,D000624
Health,HSWM02,,2025-01-03,HSWM,D000399
Tax,HSWM05,,2025-01-03,HSWM,D000399
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,D000032
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,D000032
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,D000032
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,D000032
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,D000633
Forestry,HSAG15,,2025-01-03,HSAG,D000633
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,D000633
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,D000633
Highways and Transit,HSPW12,,2025-01-03,HSPW,D000633
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,D000633
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,D000633
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,D000633
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,D000615
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,D000615
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,D000615
Communications and Technology,HSIF16,,2025-01-03,HSIF,D000628
Health,HSIF14,,2025-01-03,HSIF,D000628
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,D000628
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,E000246
Highways and Transit,HSPW12,,2025-01-03,HSPW,E000246
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,E000246
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,E000246
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,E000246
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,E000246
"Innovation, Entrepreneurship, and Workforce Development",HSSM22,,2025-01-03,HSSM,E000071
Contracting and Infrastructure,HSSM23,,2025-01-03,HSSM,E000071
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,E000071
"Interior, Environment, and Related Agencies",HSAP06,,2025-01-03,HSAP,E000071
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,E000071
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,E000294
Capital Markets,HSBA16,,2025-01-03,HSBA,E000294
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,E000299
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,E000299
Military Personnel,HSAS02,,2025-01-03,HSAS,E000299
Readiness,HSAS03,,2025-01-03,HSAS,E000299
Communications and Technology,HSIF16,,2025-01-03,HSIF,E000215
Health,HSIF14,,2025-01-03,HSIF,E000215
Legislative Branch,HSAP24,,2025-01-03,HSAP,E000297
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,E000297
Trade,HSWM04,,2025-01-03,HSWM,E000298
Social Security,HSWM01,,2025-01-03,HSWM,E000298
Tax,HSWM05,,2025-01-03,HSWM,E000298
Work and Welfare,HSWM03,,2025-01-03,HSWM,E000296
Health,HSWM02,,2025-01-03,HSWM,E000296
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,E000235
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,E000235
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,E000235
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,E000235
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,E000235
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,F000246
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,F000246
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,F000246
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,F000246
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,F000446
Social Security,HSWM01,,2025-01-03,HSWM,F000446
Tax,HSWM05,,2025-01-03,HSWM,F000446
Oversight,HSWM06,,2025-01-03,HSWM,F000446
Social Security,HSWM01,,2025-01-03,HSWM,F000465
Tax,HSWM05,,2025-01-03,HSWM,F000465
Legislative and Budget Process,HSRU02,,2025-01-03,HSRU,L000273
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,L000273
Federal Lands,HSII10,,2025-01-03,HSII,L000273
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,L000273
"Conservation, Research, and Biotechnology",HSAG14,,2025-01-03,HSAG,F000475
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,F000475
Military Personnel,HSAS02,,2025-01-03,HSAS,F000475
Readiness,HSAS03,,2025-01-03,HSAS,F000475
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,F000475
Legislative and Budget Process,HSRU02,,2025-01-03,HSRU,F000470
Trade,HSWM04,,2025-01-03,HSWM,F000470
Oversight,HSWM06,,2025-01-03,HSWM,F000470
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,F000471
Housing and Insurance,HSBA04,,2025-01-03,HSBA,F000471
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,F000471
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,F000471
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,F000466
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,F000466
Health,HSWM02,,2025-01-03,HSWM,F000466
Oversight,HSWM06,,2025-01-03,HSWM,F000466
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,F000459
Energy,HSSY20,,2025-01-03,HSSY,F000459
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,F000459
"State, Foreign Operations, and Related Programs",HSAP04,,2025-01-03,HSAP,F000459
Communications and Technology,HSIF16,,2025-01-03,HSIF,F000468
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,F000468
Housing and Insurance,HSBA04,,2025-01-03,HSBA,F000474
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,F000474
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,F000454
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,F000454
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,F000454
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,F000477
Highways and Transit,HSPW12,,2025-01-03,HSPW,F000477
Investigations and Oversight,HSSY21,,2025-01-03,HSSY,F000477
Energy,HSSY20,,2025-01-03,HSSY,F000477
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,F000450
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,F000450
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,F000450
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,F000450
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,F000462
"State, Foreign Operations, and Related Programs",HSAP04,,2025-01-03,HSAP,F000462
Disability Assistance and Memorial Affairs,HSVR09,,2025-01-03,HSVR,F000472
Economic Opportunity,HSVR10,,2025-01-03,HSVR,F000472
Research and Technology,HSSY15,,2025-01-03,HSSY,F000472
